          master-2300  [000] d.h.  1400.515315: __calc_delta: Trace Old Total Tick: 51, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1400.643314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2300  [000] d.h.  1400.643314: __calc_delta: Trace Old Total Tick: 34, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1400.643315: __calc_delta: Trace Old Total Tick: 20, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2300  [000] dNh.  1400.643315: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] dNh.  1400.643316: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] dNh.  1400.643316: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.647314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.647314: __calc_delta: Trace Old Total Tick: 34, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1400.647315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.651314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.651314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] dNh.  1400.651315: __calc_delta: Trace Old Total Tick: 36, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] d.h.  1400.655314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2301  [000] d.h.  1400.655314: __calc_delta: Trace Old Total Tick: 55, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] d.h.  1400.655315: __calc_delta: Trace Old Total Tick: 30, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2301  [000] dNh.  1400.655315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] dNh.  1400.655316: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] dNh.  1400.655317: __calc_delta: Trace Old Total Tick: 30, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] d.h.  1400.659314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2299  [000] d.h.  1400.659314: __calc_delta: Trace Old Total Tick: 36, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] d.h.  1400.659315: __calc_delta: Trace Old Total Tick: 18, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2299  [000] dNh.  1400.659315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] dNh.  1400.659316: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] dNh.  1400.659316: __calc_delta: Trace Old Total Tick: 35, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1400.663314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1400.663314: __calc_delta: Trace Old Total Tick: 30, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] d.h.  1400.663315: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1400.667315: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1400.667315: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] dNh.  1400.667316: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] d.h.  1400.671314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2302  [000] d.h.  1400.671314: __calc_delta: Trace Old Total Tick: 53, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] d.h.  1400.671315: __calc_delta: Trace Old Total Tick: 26, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2302  [000] dNh.  1400.671315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] dNh.  1400.671316: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] dNh.  1400.671316: __calc_delta: Trace Old Total Tick: 30, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] d.h.  1400.675314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2300  [000] d.h.  1400.675314: __calc_delta: Trace Old Total Tick: 35, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1400.675315: __calc_delta: Trace Old Total Tick: 34, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2300  [000] dNh.  1400.675315: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] dNh.  1400.675316: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] dNh.  1400.675316: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.679314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.679315: __calc_delta: Trace Old Total Tick: 77, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1400.679316: __calc_delta: Trace Old Total Tick: 36, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.683314: __calc_delta: Trace Old Total Tick: 17, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.683314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] dNh.  1400.683315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] d.h.  1400.687314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2301  [000] d.h.  1400.687314: __calc_delta: Trace Old Total Tick: 81, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] d.h.  1400.687315: __calc_delta: Trace Old Total Tick: 30, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2301  [000] dNh.  1400.687315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] dNh.  1400.687316: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] dNh.  1400.687316: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] d.h.  1400.691314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2299  [000] d.h.  1400.691314: __calc_delta: Trace Old Total Tick: 34, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] d.h.  1400.691315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2299  [000] dNh.  1400.691315: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] dNh.  1400.691316: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] dNh.  1400.691316: __calc_delta: Trace Old Total Tick: 31, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1400.695314: __calc_delta: Trace Old Total Tick: 169, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1400.695315: __calc_delta: Trace Old Total Tick: 28, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] d.h.  1400.695316: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1400.699314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1400.699314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] dNh.  1400.699315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] d.h.  1400.703314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2302  [000] d.h.  1400.703314: __calc_delta: Trace Old Total Tick: 58, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] d.h.  1400.703315: __calc_delta: Trace Old Total Tick: 27, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2302  [000] dNh.  1400.703315: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] dNh.  1400.703316: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] dNh.  1400.703316: __calc_delta: Trace Old Total Tick: 31, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] d.h.  1400.707314: __calc_delta: Trace Old Total Tick: 22, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2300  [000] d.h.  1400.707315: __calc_delta: Trace Old Total Tick: 41, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1400.707315: __calc_delta: Trace Old Total Tick: 23, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2300  [000] dNh.  1400.707316: __calc_delta: Trace Old Total Tick: 41, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] dNh.  1400.707329: __calc_delta: Trace Old Total Tick: 22, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] dNh.  1400.707330: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.711314: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.711314: __calc_delta: Trace Old Total Tick: 35, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1400.711315: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.715314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1400.715314: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
